"Polska";"Austria";"Belgia";"Czechy";"Dania";"Finlandia";"Francja";"Niemcy";"Grecja";"Wegry";"Irlandia";"Wlochy";"Luksemburg";"Holandia";"Portugalia";"Slowacja";"Hiszpania";"Szwecja";"Wielka Brytania";"Estonia";"Slowenia";"Lotwa";"Litwa";"OECD"
3.86341833333333;2.09798933333333;1.729141;4.80103;2.709257;-1.1408428;0.930322433333333;2.71504866666667;0.290400666666667;2.392174;-2.32835066666667;1.89874966666667;2.77601066666667;2.546585;1.3793862;3.16977833333333;0.9453952;1.98646633333333;1.63333333333333;5.17394733333333;2.15390666666667;5.94128566666667;3.17658733333333;1.2651813
10.06408;1.576597;1.986544;3.511303;3.132875;2.732307;1.461752;1.548233;2.89622;9.858247;4.331271;2.352582;2.896705;1.884457;1.822963;15.53504;2.919424;0.804213;0.8;3.158845;8.414263;3.266872;0.8319472;4.08719
9.885651;2.111587;2.318959;3.650336;3.20198;2.779943;1.423246;1.105409;2.676672;9.164174;5.213716;2.490887;2.842319;2.173122;2.503508;15.79512;3.177286;0.8570361;0.6;3.071876;9.340542;3.078882;0.8311946;3.94478
10.60329;2.858183;3.012919;3.902903;2.725199;3.254649;1.903914;1.376327;2.95886;9.829495;6.214953;2.630783;3.333011;2.496369;3.363301;8.846444;3.626445;0.8483536;0.8;4.441133;8.666022;2.496372;0.8912021;4.028871
9.078014;2.828739;2.854446;4.032258;2.561281;3.395826;1.913168;1.730921;4.0599;10.34579;6.567993;2.673476;3.523415;2.880231;3.705584;8.516959;3.99856;1.08552;1;5.383023;9.213303;1.78643;1.374622;3.762173
6.678082;2.780696;2.184087;4.042751;2.3917;2.819898;1.306284;1.720094;3.316133;10.27027;5.337591;2.895522;2.884982;3.951217;4.793112;7.146215;3.790073;1.518388;0.9;5.89093;8.613514;1.114551;0.06458181;3.532578
6.512252;3.082184;2.946764;4.958295;2.542764;3.124374;2.050618;2.538071;3.685659;10.51368;5.491071;3.052756;2.998778;4.391742;4.597336;7.735063;4.13741;2.724322;1.5;6.712963;9.347149;2.346864;1.395851;4.020849
4.826446;2.609017;2.525762;5.405406;2.396744;2.531141;1.776798;2.017067;3.771161;8.68137;4.619446;2.799057;2.74823;4.277743;4.158239;7.758024;3.642653;2.83687;1.5;6.050228;8.353498;3.27386;1.924368;3.608904
3.706112;2.136527;2.220183;4.240766;2.023252;1.850203;1.404832;1.6628;2.73799;7.126437;4.079861;2.399064;2.037174;4.001931;3.947849;6.684919;2.806834;2.537414;1;4.378333;7.259929;3.217641;2.088616;3.185167
3.563403;1.965924;2.735005;3.841001;2.503237;1.964133;2.15183;1.998463;3.959987;6.194296;4.807276;2.407891;2.217972;3.775055;3.362306;4.348118;2.503826;2.670672;1.5;4.323878;8.051424;3.306797;2.574593;3.018653
2.048534;1.785135;1.343232;2.428256;2.258202;1.388619;1.624719;1.294745;3.509493;5.473501;4.570461;2.272074;1.916641;3.350241;3.40978;2.80657;3.425639;1.980346;0.9;4.175705;7.60053;1.969389;0.4571715;2.567147
1.166824;1.715766;1.265985;0.7822686;2.30179;1.347718;1.774398;1.21673;3.468675;4.576857;4.289319;2.407567;1.958225;3.210464;3.62887;2.476144;2.385915;1.841147;1;2.798708;7.233712;0.9652827;-0.8349035;2.527516
0.8777429;1.776486;1.257001;0.6124234;2.634934;1.589923;2.145484;1.179156;3.586004;4.849785;4.795663;2.771429;2.204596;2.826885;3.991832;2.905615;3.938795;2.151523;1.5;3.011562;7.06553;1.536868;-1.035407;2.733979
0.3099814;1.767352;1.570992;-0.3870968;2.736842;1.610617;2.366263;1.130369;3.849895;4.657994;4.917356;2.719547;2.47465;2.427934;3.943116;7.609365;3.753196;2.985148;1.5;2.428722;6.317656;1.907636;-1.673198;2.96721
0.3088326;1.179847;1.376244;0.0862069;2.291667;0.8651789;1.912854;0.7894737;3.669188;3.912685;3.763659;2.699662;1.970149;2.004372;3.524072;7.935049;2.859397;1.862604;1.3;0.7548152;5.589779;2.888961;-0.7217214;2.398063
0.7169576;1.273075;1.68518;-0.04312203;1.833333;0.5753924;1.93227;1.051841;3.414734;4.706854;3.145161;2.742793;1.899771;2.061389;2.854656;9.129902;2.90876;1.585693;1.4;1.151832;5.459978;3.47656;-0.9248633;2.300327
1.398384;1.205966;1.722755;0.8260869;1.449275;0.4653683;2.184437;1.165413;3.197224;5.362259;2.188619;2.529886;1.861961;1.879283;2.579376;9.531059;2.655507;1.28578;1.3;1.018011;4.840947;3.499544;-1.210775;2.021753
1.57602;1.357752;1.32514;2.374784;0.942623;-0.06974385;1.800087;0.9687034;2.717078;6.816359;1.614809;2.289024;1.976087;1.213701;2.190672;8.330948;2.192952;0.05274578;1.3;0.4381443;3.695251;4.330813;-1.207324;1.771569
3.232759;1.985503;2.259816;2.583979;1.099796;-0.1772489;2.390643;1.864976;2.888842;7.332541;1.794072;2.327492;2.344848;1.431286;2.477077;8.146466;3.201556;0.4059443;1.4;3.177474;3.742437;5.793464;0.4811931;2.41578
4.425874;2.168447;2.234591;3.106126;1.186579;0.4004704;2.285804;1.821561;2.827032;6.979495;2.619234;2.233724;2.229625;1.132836;2.408609;7.439641;3.308958;0.5587666;1.3;3.985507;3.584614;7.365216;2.411365;2.437889
4.29053;2.728128;2.565273;2.97542;1.387755;0.5964656;2.090756;2.006689;3.156792;5.866356;2.764797;1.979393;2.349363;1.276733;2.382892;6.310814;3.438606;0.4773926;1.4;4.599483;3.354244;7.255095;3.013331;2.782822
3.742014;2.902315;2.632122;1.602699;1.218027;0.5016214;1.721519;1.623616;3.337482;3.566066;2.209302;1.914263;2.201794;1.629713;2.128078;2.774842;3.259171;0.264788;1.7;4.567616;2.624005;6.65749;3.15146;2.493365
2.296451;2.485614;2.716392;1.553317;1.692184;0.8201852;1.701914;1.244965;3.312491;3.72969;2.298851;1.846401;2.344726;1.530673;1.838874;2.519685;3.220084;0.2957733;2;3.505258;2.232775;6.527022;2.352686;2.395514
1.541197;2.216843;3.136426;1.841004;2.264456;0.6574125;1.88025;1.642935;3.870502;3.649097;2.552381;2.025047;2.726536;1.753966;2.527497;2.09041;3.436043;0.5245925;2.4;4.280737;2.490779;6.468414;2.198132;2.819511
1.204819;1.60558;2.638715;2.428811;2.093398;0.5167236;1.67977;1.675774;3.659271;3.302752;2.65252;2.153682;2.672867;1.83727;2.60964;3.451883;3.55367;0.7263807;2.1;3.977273;2.460878;7.328771;2.939479;2.680995
0.9729411;1.138266;2.234996;2.864259;2.08584;0.8695652;1.784278;1.706609;3.260813;2.537151;3.185438;2.142857;2.943232;1.112607;3.187418;4.319877;4.016371;0.7815114;1.9;4.392638;2.144507;6.979452;3.30405;2.733753
1.227742;1.633878;2.004295;2.852418;2.020602;1.566145;1.912496;1.844485;3.213315;2.634389;3.857678;2.233316;3.081802;1.315221;3.716461;4.633896;3.945086;1.52207;2.3;4.426705;2.921522;6.333041;3.57904;3.01704
1.68375;1.56406;1.48901;2.958094;1.897983;1.766078;1.694274;1.472701;3.434086;4.125178;4.23477;2.167668;2.699968;1.17919;3.016608;4.914257;3.53332;1.590528;2.4;4.439141;2.563688;6.564416;3.90989;2.758369
1.253118;1.428571;1.447104;1.471791;1.695584;2.06117;1.312564;1.28986;2.882436;6.394316;4.429679;1.821968;1.953;0.8005311;2.520732;4.069767;2.593062;1.542772;2.7;4.490378;2.200282;6.285578;4.151925;2.029162
2.016807;1.655081;1.749695;1.49314;1.886051;2.354111;1.162397;1.785077;2.678163;8.518911;5.034914;1.735302;2.136326;1.574186;2.416091;2.809958;2.423083;1.945742;2.9;5.19511;2.402293;7.648752;4.323307;2.245459
2.433333;1.902887;1.450292;2.451768;1.592233;2.46063;1.172879;2.059659;2.594989;8.602151;4.97656;1.593421;2.011517;1.790281;2.540579;2.495718;2.387358;1.810813;2.6;5.675238;3.072172;8.603302;4.834901;2.338369
1.960133;1.933159;1.331315;2.593775;1.12534;2.48854;1.268129;2.265487;2.657652;7.650273;4.739843;1.635992;1.939222;1.289348;2.174776;2.464016;2.365617;1.941236;1.8;6.42139;3.650844;10.3186;5.879821;2.136148
3.41852;3.177203;2.759639;4.875101;2.171384;2.736156;2.345408;3.077467;3.637471;7.111853;4.8427;2.351738;3.158557;1.801418;2.682683;3.254797;3.959123;3.142282;2.1;9.049568;5.47297;13.65042;7.845517;3.271418
4.184514;3.321394;3.829508;7.435388;3.046664;3.822481;2.948832;2.946335;4.255458;6.905538;4.723583;3.05499;3.299711;2.139635;2.929925;4.027811;4.382096;3.236837;2.4;11.0838;6.584394;16.39961;10.63294;3.566237
4.262935;3.605924;5.057259;6.786975;3.516819;4.066603;3.304873;2.887961;4.751791;6.771;4.637582;3.566911;3.920507;2.306989;2.87045;4.487945;4.601336;3.794206;3.4;11.39851;6.610332;17.70265;12.06404;3.97891
4.626915;3.728705;5.58854;6.612213;4.182655;4.56869;3.249972;3.080651;4.729803;6.313452;4.389248;3.973843;4.287979;3.16896;3.055714;5.071429;4.905376;4.283747;4.8;10.84389;6.124002;15.75601;11.72871;4.692898
3.594352;2.222222;3.491187;4.648482;2.922201;3.804693;1.760576;1.612903;2.902373;4.239401;2.528658;2.797203;2.11622;2.328944;1.511677;4.798871;2.453281;2.448302;3.9;8.23603;3.353396;12.02796;9.340961;2.483197
3.447185;1.103057;1.618966;2.109549;1.758982;1.622465;0.6248871;0.8177172;1.547903;3.016453;-1.470097;1.482213;0.6623269;1.95516;-0.01118548;2.926942;0.4671906;0.7897524;3;3.138201;1.8089;9.21086;8.66414;1.155106
4.088639;0.2796768;-0.2962909;1.396032;1.218611;0.2153846;-0.2066263;0.2705445;0.6600264;3.58959;-4.497702;0.8549096;-0.1004539;1.611223;-1.103378;1.919123;-0.6753835;-0.5808025;2.1;-0.3148367;0.698948;4.740148;5.234932;0.1823176
4.01744;0.03098853;-1.218893;0.1094491;0.9944751;-0.7638252;-0.4232466;-0.2350571;0.685633;5.013429;-6.12777;0.1209482;-0.1445944;0.2815962;-1.512949;1.200997;-1.068739;-1.41659;1.5;-1.046106;-0.2401434;1.599326;2.781976;-0.4241791
3.624535;0.621118;-0.2777676;0.4772393;1.253687;-1.038485;0.3646113;0.4052685;1.951038;5.203349;-5.754686;0.6559767;1.064187;0.9259948;-0.700973;0.4489338;0.1432567;-0.7415079;2.1;-1.964939;1.12132;-1.064432;1.359517;1.105156
3.210027;1.402743;0.9888661;0.6524103;2.096359;0.161687;1.324575;0.8110848;3.030641;6.004141;-3.39098;1.290166;1.970147;0.884792;0.2959071;0.5373936;1.092811;0.6840817;3.3;0.2730642;1.380714;-3.750206;-0.271618;2.036906
2.188905;1.952278;2.175588;1.268116;2.188982;0.93255;1.613594;1.112985;5.163374;5.342189;-1.306291;1.404698;2.208484;0.9704471;0.9855484;1.120825;1.589849;0.9275776;3.5;3.138571;2.046512;-2.140266;0.668364;1.8679
2.035928;1.796778;2.600073;1.931487;2.370533;1.070455;1.543023;1.110737;5.533818;3.8079;0.2083333;1.618749;2.357702;1.559209;1.946226;1.074787;1.953183;1.12544;3.1;3.249804;2.08745;-0.1390176;1.830111;1.600003
2.899851;2.098765;2.994319;2.046036;2.585579;2.578813;1.641913;1.379078;5.099494;4.320637;0.8722959;1.786145;2.553019;1.687608;2.38307;1.094972;2.551329;1.890374;3.4;5.24661;1.68479;1.810526;3.078794;1.836888
3.969194;2.873387;3.376369;1.764494;2.701729;3.222988;1.796153;1.877305;4.694943;4.21317;2.246402;2.338573;3.488072;1.864152;3.731102;3.318485;3.485055;2.612267;4.1;5.368605;1.716723;3.970046;3.261567;2.299593
4.489437;3.314093;3.479354;1.753131;3.034631;3.348453;2.065767;2.001334;3.517975;4.029605;2.821317;2.671364;3.614633;2.118091;3.761715;3.879406;3.492227;3.254242;4.4;5.244019;1.731996;4.762168;4.760789;2.966755
4.078639;3.53983;3.636624;1.78763;2.707517;3.830739;2.138661;2.197071;2.377854;3.39447;2.425503;2.805849;3.170342;2.870448;3.204563;3.965441;3.065365;3.316662;4.7;5.252181;1.295136;4.540204;4.511681;3.167437
4.416037;3.413986;3.633193;2.36305;2.591409;3.265818;2.442358;2.22296;2.780465;4.087193;2.732619;3.300166;3.372122;2.507519;3.914378;4.509284;2.753589;2.66366;4.6;4.088872;2.465966;4.20654;3.981886;3.019503
4.045584;2.585078;3.557271;3.644727;2.700807;3.076773;2.314332;2.138861;2.028525;5.595716;2.197048;3.250164;2.8717;2.478475;3.418267;3.815477;1.956914;1.762453;3.5;4.375115;2.512244;3.426109;3.561152;2.749029
3.79107;2.222938;2.748187;3.375527;2.182952;2.997935;1.999862;1.863963;1.532223;5.480896;1.761518;3.284553;2.549585;2.205569;2.804199;3.499787;1.966253;1.115818;2.8;3.909802;2.446926;2.295316;2.735203;2.161889
3.665069;2.349533;2.642122;3.266596;2.462713;2.782335;1.976788;2.019544;1.323688;6.142441;1.759134;3.168445;2.658041;2.291696;2.909171;3.643725;2.758609;0.6219477;2.4;3.729058;2.849003;1.744796;3.173575;2.045206
2.754591;2.784891;2.424201;2.868136;2.249135;2.383082;1.53241;2.012334;1.133616;5.39267;1.077441;2.471117;2.575541;2.845629;1.979726;3.468697;3.090117;0.07003693;2.7;3.730942;2.581708;1.589364;2.901077;2.011193
1.341731;2.488038;1.25343;1.809491;1.161202;1.680407;1.061261;1.546392;0.01774266;2.941176;0.9405442;1.90779;2.123091;2.963406;0.2019057;2.180233;2.620591;-0.05634881;2.8;3.519632;2.347563;0.3752576;2.12174;1.71395
0.5952381;2.143082;1.259667;1.530612;0.847745;1.503901;0.8065333;1.508828;-0.4757368;1.798651;0.5326232;1.164987;1.810637;2.748723;0.622687;1.628866;1.723623;-0.2761408;2.7;3.377669;1.547467;-0.1086063;1.268938;1.529791
1.223824;1.823899;1.13732;1.258503;0.507786;1.342555;0.9388403;1.628353;-1.029238;1.471689;0.3656915;1.128173;1.698746;2.772784;0.3420319;1.29523;1.207932;0.09027284;2.7;2.778743;2.104588;-0.09031147;0.4275967;1.727
0.8123477;1.557147;0.8045861;1.156069;0.642978;1.388456;0.6502038;1.336303;-2.183686;0.7451565;0.1998668;0.6890072;1.311498;1.557022;-0.06834839;0.5110384;0.1280642;0.06574622;2.1;1.469825;1.094378;-0.2920444;0.3923993;1.474874
0.7565523;1.587302;1.000368;0.1676727;0.6076975;1.323351;0.7270035;1.205584;-1.321924;0.02463054;0.09983361;0.49922;1.075086;1.095937;-0.1312086;-0.08128429;0.01164388;-0.3478575;1.7;0.6150692;0.5104611;0.3919468;0.1735102;1.56276
0.3227542;1.758716;0.416889;0.1675042;0.6052455;0.9229249;0.6293519;1.075269;-1.467163;-0.1717791;0.3311258;0.4357299;0.8892182;0.9875541;-0.3330654;-0.06086427;0.21972;0.008487524;1.7;-0.01692907;0.6327437;0.6690975;0.09014153;2.063657
-0.2418055;1.667696;0.07984829;0.6046355;0.5725834;1.10243;0.3981398;0.8482563;-0.6054241;-0.07374632;0.2981119;-0.06197707;0.6364922;0.9183879;-0.5355517;-0.121778;-0.3296216;-0.1665889;1.5;-0.5576208;-0.2448304;0.8339103;0.1294288;1.838625
-0.6177813;1.41061;-0.1330274;0.4369748;0.4707465;0.8185875;0.277815;0.5023548;-1.844241;-0.6903353;0;0.0933126;-0.08048829;0.903645;-0.1115571;-0.04067521;-0.5030528;-0.213005;0.9;-0.4601227;-0.09600424;0.5871028;0.02235975;1.437099
-1.206758;0.8520326;-0.4803233;0.1004352;0.2684564;-0.1217277;-0.2405854;0.03134796;-2.377871;-1.058853;-0.5651596;-0.2483701;-0.006710734;0.1621019;-0.09518415;-0.4067521;-1.018555;0.01067498;0.1;-0.899983;-0.3976077;-0.008193998;-1.565343;0.5875532
-0.7506703;1.020134;0.4915474;0.6688963;0.6016043;-0.1234855;0.2129075;0.4693367;-2.136545;0.245821;-0.3630363;0.06197707;0.5308316;0.8807769;0.7181352;-0.1015022;-0.2538029;-0.2026224;0;-0.0507958;-0.6551009;0.7796112;-0.6778548;0.5449127
-0.7541072;0.9353611;0.8078189;0.3672788;0.6028131;-0.3374604;0.08331112;0.1246106;-1.806183;0.04920049;-0.1321004;0.1860465;0.5588462;0.7333578;0.7669029;-0.3048161;-0.4113165;-0.06058223;0;-0.4757859;-0.4576963;-0.1351009;-0.9252724;0.527357
-0.7837838;0.7786667;1.431949;0.1004016;0.334672;-0.2485911;0.09346107;0.3124024;-0.6104165;0.5213506;-0.09973405;0.155376;0.8156005;0.6205139;0.5580761;-0.4883011;-0.3221937;0.06584327;0.1;-0.5444273;-0.5898337;0.05709914;-0.3695289;0.7256917
-1.004343;0.9747899;1.790767;0.4682274;0.3012048;-0.03339456;-0.04019427;0.2507051;-0.921155;0.3484321;-0.1003009;-0.09492686;0.2483138;0.5832968;0.5441401;-0.5309373;-0.6580185;0.6511042;0.3;-0.4283756;-0.7212345;-0.445006;0.9833877;0.9856583
-1.026472;0.5645965;2.131738;0.2657807;0.1328904;0.3098244;-0.006639224;0.09342884;-0.9464353;-0.04904365;0.1324942;-0.3902137;0.01992561;0.003319722;0.4514003;-0.6909165;-0.9458496;0.8142613;0.4;-0.6945621;-0.2418981;-0.6983548;0.7432699;0.8442537
-0.8683854;0.6993007;2.100646;0.5322688;0.1664447;0.4334345;0.2796924;0.4667082;-0.9870058;0.0491763;0.1322751;-0.01934386;0.1663893;0.006618353;0.6546628;-0.7541786;-0.1838584;1.033713;0.7;0.4439133;0.1565988;0.2240142;0.7080369;1.000007
0.2451648;1.328021;1.871368;1.47108;0.4002669;0.7157362;0.5002168;1.121146;-0.44929;1.234873;-0.1331115;0.128762;0.7291008;0.6800227;0.779086;-0.1022286;0.9743468;1.435925;1.2;1.287613;0.5833333;1.493771;1.187162;1.553641
2.029065;2.030626;2.632353;2.430093;0.9676343;0.9654251;1.23312;1.875586;1.403455;2.604167;0.502008;1.339585;1.737239;1.52856;1.417384;0.9238349;2.743216;1.478308;2.1;2.994321;1.804359;3.184985;2.801463;2.380694
1.883188;1.948481;1.912498;2.220013;0.8294625;0.7705081;0.8863953;1.680149;1.283432;2.080471;0.2315581;1.504011;1.709941;1.248174;1.445206;0.9617352;1.998054;1.77775;2.7;3.13886;1.398439;3.095221;3.499683;2.146013
1.998358;2.149471;1.895934;2.547982;1.528747;0.6805431;0.8699406;1.734283;0.9657387;2.418285;0.1321004;1.131448;1.880399;1.389762;1.142737;1.540357;1.653436;2.154691;2.8;3.72259;1.194278;2.88567;4.361862;2.174243
1.97020366666667;2.04285933333333;2.069032;2.39936266666667;1.1086146;0.8054921;0.9964853;1.76333933333333;1.2175419;2.367641;0.2885555;1.32501466666667;1.77585966666667;1.388832;1.335109;1.1419757;2.13156866666667;1.803583;2.53333333333333;3.285257;1.465692;3.055292;3.554336;2.23365
